"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateuncertaintyinmeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","isInCluster","inCluster","geodeticDatum","class","countryCode","country","rightsHolder","identifier","http...unknown.org.nick","informationWithheld","verbatimEventDate","datasetName","verbatimLocality","gbifID","collectionCode","occurrenceID","taxonID","recordedBy","catalogNumber","institutionCode","eventTime","identifiedBy","http...unknown.org.captive","identificationID","projectId","individualCount","coordinatePrecision","continent","organismQuantity","organismQuantityType","eventID","institutionID","georeferenceProtocol","municipality","type","locationID","ownerInstitutionCode","samplingProtocol","occurrenceRemarks","language","locality","acceptedNameUsage","dynamicProperties","footprintWKT","verbatimSRS","footprintSRS","county","waterBody","name","sex","taxonConceptID","associatedSequences","sampleSizeUnit","sampleSizeValue","samplingEffort","habitat","institutionKey","elevation","elevationAccuracy","island","preparations","disposition","otherCatalogNumbers","verbatimElevation","georeferencedDate","georeferencedBy","georeferenceVerificationStatus","associatedReferences","verbatimCoordinateSystem","higherClassification"
3390577147,"Microtus cabrerae Thomas, 1906",39.231014,-7.8678,"cdround,fpsrsinv","dff56954-d92b-4d83-b165-17c07e233b79","53f347a7-99ce-4528-a085-5c76eb1301a0","06d75b22-fc7a-42ff-a14f-65a25cd0f3ab","PT","DWC_ARCHIVE","2021-11-25T23:40:48.417+00:00","2022-01-29T19:50:33.354+00:00",1,"cdcc4ce1-7f6e-4ed2-b47c-eb451925b038","HUMAN_OBSERVATION","PRESENT",2438668,1,44,359,1459,3240723,2438591,2438668,2438668,"Microtus cabrerae Thomas, 1906","Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus cabrerae","Microtus","cabrerae","SPECIES","ACCEPTED","NT",NA,7071,"Portalegre",2015,NA,NA,"2015-01-01T00:00:00","2021-05-06T00:00:00.000+00:00","2022-01-29T19:50:33.354+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Mammalia","PT","Portugal",NA,"de28f160-8883-4985-868c-66cc0a2ff2df",NA,NA,NA,"Habitats Directive Portuguese Report: Species 2013-2018",NA,3390577147,"especies_diretiva_habitats_13_18","de28f160-8883-4985-868c-66cc0a2ff2df","1338",NA,NA,"ICNF",NA,NA,NA,NA,NA,NA,0.0763604884839593,NA,NA,NA,NA,"53f347a7-99ce-4528-a085-5c76eb1301a0","The coordinates originate from the EEA-10km grid.","Alter do Chão","Event",NA,NA,NA,"Complete survey or a statistically robust estimate",NA,"Chancelaria","Microtus cabrerae Thomas, 1906","{""gr_taxon"":""MamÃ­feros"",""region"":""MED"",Distribution""conclusion_range"":""XX"",""conclusionRangeDescription"":""Unknown"",""conclusion_population"":""XX"",""conclusionPopulationDescription"":""Unknown"",""conclusion_habitat"":""U1"",""conclusionHabitatDescription"":""Inadequate"",""conclusion_future"":""XX"",""conclusionFutureDescription"":""Unknown"",""conclusion_assessment"":""U1"",""conclusionAssessmentDescription"":""Inadequate"",""conclusion_assessment_trend"":""Unk"",""conclusionAssessmentTrendDescription"":""Unknown""}","POLYGON ((2790000.0000000000000000 1970001.0000000000000000, 2789999.6909830099903047 1970000.9510565199889243, 2789999.4122147499583662 1970000.8090169900096953, 2789999.1909830099903047 1970000.5877852500416338, 2789999.0489434800110757 1970000.3090169900096953, 2789999.0000000000000000 1970000.0000000000000000, 2780001.0000000000000000 1970000.0000000000000000, 2780000.9510565199889243 1970000.3090169900096953, 2780000.8090169900096953 1970000.5877852500416338, 2780000.5877852500416338 1970000.8090169900096953, 2780000.3090169900096953 1970000.9510565199889243, 2780000.0000000000000000 1970001.0000000000000000, 2780000.0000000000000000 1979999.0000000000000000, 2790000.0000000000000000 1979999.0000000000000000, 2790000.0000000000000000 1970001.0000000000000000))","ETRS89-LAEA","ETRS89-LAEA",NA,NA,"Microtus cabrerae Thomas, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3390577205,"Microtus cabrerae Thomas, 1906",39.815675,-7.19411,"cdround,fpsrsinv","dff56954-d92b-4d83-b165-17c07e233b79","53f347a7-99ce-4528-a085-5c76eb1301a0","06d75b22-fc7a-42ff-a14f-65a25cd0f3ab","PT","DWC_ARCHIVE","2021-11-25T23:40:48.417+00:00","2022-01-29T19:50:33.356+00:00",1,"cdcc4ce1-7f6e-4ed2-b47c-eb451925b038","HUMAN_OBSERVATION","PRESENT",2438668,1,44,359,1459,3240723,2438591,2438668,2438668,"Microtus cabrerae Thomas, 1906","Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus cabrerae","Microtus","cabrerae","SPECIES","ACCEPTED","NT",NA,7070,"Castelo Branco",2015,NA,NA,"2015-01-01T00:00:00","2021-05-06T00:00:00.000+00:00","2022-01-29T19:50:33.356+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Mammalia","PT","Portugal",NA,"c78aa121-c18f-4151-a566-54255b144a65",NA,NA,NA,"Habitats Directive Portuguese Report: Species 2013-2018",NA,3390577205,"especies_diretiva_habitats_13_18","c78aa121-c18f-4151-a566-54255b144a65","1338",NA,NA,"ICNF",NA,NA,NA,NA,NA,NA,0.0768195523795405,NA,NA,NA,NA,"53f347a7-99ce-4528-a085-5c76eb1301a0","The coordinates originate from the EEA-10km grid.","Idanha-A-Nova","Event",NA,NA,NA,"Complete survey or a statistically robust estimate",NA,"Idanha-a-Nova e Alcafozes","Microtus cabrerae Thomas, 1906","{""gr_taxon"":""MamÃ­feros"",""region"":""MED"",Distribution""conclusion_range"":""XX"",""conclusionRangeDescription"":""Unknown"",""conclusion_population"":""XX"",""conclusionPopulationDescription"":""Unknown"",""conclusion_habitat"":""U1"",""conclusionHabitatDescription"":""Inadequate"",""conclusion_future"":""XX"",""conclusionFutureDescription"":""Unknown"",""conclusion_assessment"":""U1"",""conclusionAssessmentDescription"":""Inadequate"",""conclusion_assessment_trend"":""Unk"",""conclusionAssessmentTrendDescription"":""Unknown""}","POLYGON ((2859999.0000000000000000 2020001.0000000000000000, 2850001.0000000000000000 2020001.0000000000000000, 2850001.0000000000000000 2029999.0000000000000000, 2859999.0000000000000000 2029999.0000000000000000, 2859999.0000000000000000 2020001.0000000000000000))","ETRS89-LAEA","ETRS89-LAEA",NA,NA,"Microtus cabrerae Thomas, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3390577512,"Microtus cabrerae Thomas, 1906",41.530216,-6.326999,"cdround,fpsrsinv","dff56954-d92b-4d83-b165-17c07e233b79","53f347a7-99ce-4528-a085-5c76eb1301a0","06d75b22-fc7a-42ff-a14f-65a25cd0f3ab","PT","DWC_ARCHIVE","2021-11-25T23:40:48.417+00:00","2022-01-29T19:50:33.377+00:00",1,"cdcc4ce1-7f6e-4ed2-b47c-eb451925b038","HUMAN_OBSERVATION","PRESENT",2438668,1,44,359,1459,3240723,2438591,2438668,2438668,"Microtus cabrerae Thomas, 1906","Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus cabrerae","Microtus","cabrerae","SPECIES","ACCEPTED","NT",NA,7070,"Bragança",2015,NA,NA,"2015-01-01T00:00:00","2021-05-06T00:00:00.000+00:00","2022-01-29T19:50:33.377+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Mammalia","PT","Portugal",NA,"9b09123d-62f6-46e2-962a-6974b6d50aa2",NA,NA,NA,"Habitats Directive Portuguese Report: Species 2013-2018",NA,3390577512,"especies_diretiva_habitats_13_18","9b09123d-62f6-46e2-962a-6974b6d50aa2","1338",NA,NA,"ICNF",NA,NA,NA,NA,NA,NA,0.0784624029966286,NA,NA,NA,NA,"53f347a7-99ce-4528-a085-5c76eb1301a0","The coordinates originate from the EEA-10km grid.","Miranda do Douro","Event",NA,NA,NA,"Complete survey or a statistically robust estimate",NA,"Malhadas","Microtus cabrerae Thomas, 1906","{""gr_taxon"":""MamÃ­feros"",""region"":""MED"",Distribution""conclusion_range"":""XX"",""conclusionRangeDescription"":""Unknown"",""conclusion_population"":""XX"",""conclusionPopulationDescription"":""Unknown"",""conclusion_habitat"":""U1"",""conclusionHabitatDescription"":""Inadequate"",""conclusion_future"":""XX"",""conclusionFutureDescription"":""Unknown"",""conclusion_assessment"":""U1"",""conclusionAssessmentDescription"":""Inadequate"",""conclusion_assessment_trend"":""Unk"",""conclusionAssessmentTrendDescription"":""Unknown""}","POLYGON ((2960001.0000000000000000 2190000.0000000000000000, 2960001.0000000000000000 2199999.0000000000000000, 2969999.0000000000000000 2199999.0000000000000000, 2969999.0000000000000000 2190000.0000000000000000, 2960001.0000000000000000 2190000.0000000000000000))","ETRS89-LAEA","ETRS89-LAEA",NA,NA,"Microtus cabrerae Thomas, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3390577661,"Microtus cabrerae Thomas, 1906",37.435499,-8.544521,"cdround,fpsrsinv","dff56954-d92b-4d83-b165-17c07e233b79","53f347a7-99ce-4528-a085-5c76eb1301a0","06d75b22-fc7a-42ff-a14f-65a25cd0f3ab","PT","DWC_ARCHIVE","2021-11-25T23:40:48.417+00:00","2022-01-29T19:50:33.384+00:00",1,"cdcc4ce1-7f6e-4ed2-b47c-eb451925b038","HUMAN_OBSERVATION","PRESENT",2438668,1,44,359,1459,3240723,2438591,2438668,2438668,"Microtus cabrerae Thomas, 1906","Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus cabrerae","Microtus","cabrerae","SPECIES","ACCEPTED","NT",NA,7070,"Beja",2015,NA,NA,"2015-01-01T00:00:00","2021-05-06T00:00:00.000+00:00","2022-01-29T19:50:33.384+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Mammalia","PT","Portugal",NA,"44245465-ddcf-4d4a-a4f3-1ac109cf1d3d",NA,NA,NA,"Habitats Directive Portuguese Report: Species 2013-2018",NA,3390577661,"especies_diretiva_habitats_13_18","44245465-ddcf-4d4a-a4f3-1ac109cf1d3d","1338",NA,NA,"ICNF",NA,NA,NA,NA,NA,NA,0.0747221387556411,NA,NA,NA,NA,"53f347a7-99ce-4528-a085-5c76eb1301a0","The coordinates originate from the EEA-10km grid.","Odemira","Event",NA,NA,NA,"Complete survey or a statistically robust estimate",NA,"Sabóia","Microtus cabrerae Thomas, 1906","{""gr_taxon"":""MamÃ­feros"",""region"":""MED"",Distribution""conclusion_range"":""XX"",""conclusionRangeDescription"":""Unknown"",""conclusion_population"":""XX"",""conclusionPopulationDescription"":""Unknown"",""conclusion_habitat"":""U1"",""conclusionHabitatDescription"":""Inadequate"",""conclusion_future"":""XX"",""conclusionFutureDescription"":""Unknown"",""conclusion_assessment"":""U1"",""conclusionAssessmentDescription"":""Inadequate"",""conclusion_assessment_trend"":""Unk"",""conclusionAssessmentTrendDescription"":""Unknown""}","POLYGON ((2689999.0000000000000000 1800000.0000000000000000, 2689999.0000000000000000 1790001.0000000000000000, 2680001.0000000000000000 1790001.0000000000000000, 2680001.0000000000000000 1800000.0000000000000000, 2689999.0000000000000000 1800000.0000000000000000))","ETRS89-LAEA","ETRS89-LAEA",NA,NA,"Microtus cabrerae Thomas, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3390577681,"Microtus cabrerae Thomas, 1906",40.234562,-7.429463,"cdround,fpsrsinv","dff56954-d92b-4d83-b165-17c07e233b79","53f347a7-99ce-4528-a085-5c76eb1301a0","06d75b22-fc7a-42ff-a14f-65a25cd0f3ab","PT","DWC_ARCHIVE","2021-11-25T23:40:48.417+00:00","2022-01-29T19:50:33.385+00:00",1,"cdcc4ce1-7f6e-4ed2-b47c-eb451925b038","HUMAN_OBSERVATION","PRESENT",2438668,1,44,359,1459,3240723,2438591,2438668,2438668,"Microtus cabrerae Thomas, 1906","Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus cabrerae","Microtus","cabrerae","SPECIES","ACCEPTED","NT",NA,7070,"Castelo Branco",2015,NA,NA,"2015-01-01T00:00:00","2021-05-06T00:00:00.000+00:00","2022-01-29T19:50:33.385+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Mammalia","PT","Portugal",NA,"a142cdd1-cc38-450d-ac66-6af1b1761485",NA,NA,NA,"Habitats Directive Portuguese Report: Species 2013-2018",NA,3390577681,"especies_diretiva_habitats_13_18","a142cdd1-cc38-450d-ac66-6af1b1761485","1338",NA,NA,"ICNF",NA,NA,NA,NA,NA,NA,0.0772969929075768,NA,NA,NA,NA,"53f347a7-99ce-4528-a085-5c76eb1301a0","The coordinates originate from the EEA-10km grid.","Covilhã","Event",NA,NA,NA,"Complete survey or a statistically robust estimate",NA,"Ferro","Microtus cabrerae Thomas, 1906","{""gr_taxon"":""MamÃ­feros"",""region"":""MED"",Distribution""conclusion_range"":""XX"",""conclusionRangeDescription"":""Unknown"",""conclusion_population"":""XX"",""conclusionPopulationDescription"":""Unknown"",""conclusion_habitat"":""U1"",""conclusionHabitatDescription"":""Inadequate"",""conclusion_future"":""XX"",""conclusionFutureDescription"":""Unknown"",""conclusion_assessment"":""U1"",""conclusionAssessmentDescription"":""Inadequate"",""conclusion_assessment_trend"":""Unk"",""conclusionAssessmentTrendDescription"":""Unknown""}","POLYGON ((2849999.0000000000000000 2070001.0000000000000000, 2840001.0000000000000000 2070001.0000000000000000, 2840001.0000000000000000 2079999.0000000000000000, 2849999.0000000000000000 2079999.0000000000000000, 2849999.0000000000000000 2070001.0000000000000000))","ETRS89-LAEA","ETRS89-LAEA",NA,NA,"Microtus cabrerae Thomas, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3390578345,"Microtus cabrerae Thomas, 1906",39.53929,-8.193094,"cdround,fpsrsinv","dff56954-d92b-4d83-b165-17c07e233b79","53f347a7-99ce-4528-a085-5c76eb1301a0","06d75b22-fc7a-42ff-a14f-65a25cd0f3ab","PT","DWC_ARCHIVE","2021-11-25T23:40:48.417+00:00","2022-01-29T19:50:33.438+00:00",1,"cdcc4ce1-7f6e-4ed2-b47c-eb451925b038","HUMAN_OBSERVATION","PRESENT",2438668,1,44,359,1459,3240723,2438591,2438668,2438668,"Microtus cabrerae Thomas, 1906","Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus cabrerae","Microtus","cabrerae","SPECIES","ACCEPTED","NT",NA,7070,"Santarém",2015,NA,NA,"2015-01-01T00:00:00","2021-05-06T00:00:00.000+00:00","2022-01-29T19:50:33.438+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Mammalia","PT","Portugal",NA,"8a63f9fe-d182-4177-a3dd-dbb52d87f66b",NA,NA,NA,"Habitats Directive Portuguese Report: Species 2013-2018",NA,3390578345,"especies_diretiva_habitats_13_18","8a63f9fe-d182-4177-a3dd-dbb52d87f66b","1338",NA,NA,"ICNF",NA,NA,NA,NA,NA,NA,0.0767185288102699,NA,NA,NA,NA,"53f347a7-99ce-4528-a085-5c76eb1301a0","The coordinates originate from the EEA-10km grid.","Abrantes","Event",NA,NA,NA,"Complete survey or a statistically robust estimate",NA,"Abrantes (São Vicente e São João) e Alferrarede","Microtus cabrerae Thomas, 1906","{""gr_taxon"":""MamÃ­feros"",""region"":""MED"",Distribution""conclusion_range"":""XX"",""conclusionRangeDescription"":""Unknown"",""conclusion_population"":""XX"",""conclusionPopulationDescription"":""Unknown"",""conclusion_habitat"":""U1"",""conclusionHabitatDescription"":""Inadequate"",""conclusion_future"":""XX"",""conclusionFutureDescription"":""Unknown"",""conclusion_assessment"":""U1"",""conclusionAssessmentDescription"":""Inadequate"",""conclusion_assessment_trend"":""Unk"",""conclusionAssessmentTrendDescription"":""Unknown""}","POLYGON ((2769999.0000000000000000 2010001.0000000000000000, 2760001.0000000000000000 2010001.0000000000000000, 2760001.0000000000000000 2019999.0000000000000000, 2769999.0000000000000000 2019999.0000000000000000, 2769999.0000000000000000 2010001.0000000000000000))","ETRS89-LAEA","ETRS89-LAEA",NA,NA,"Microtus cabrerae Thomas, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3390578905,"Microtus cabrerae Thomas, 1906",38.027649,-8.826548,"cdround,fpsrsinv","dff56954-d92b-4d83-b165-17c07e233b79","53f347a7-99ce-4528-a085-5c76eb1301a0","06d75b22-fc7a-42ff-a14f-65a25cd0f3ab","PT","DWC_ARCHIVE","2021-11-25T23:40:48.417+00:00","2022-01-29T19:50:33.466+00:00",1,"cdcc4ce1-7f6e-4ed2-b47c-eb451925b038","HUMAN_OBSERVATION","PRESENT",2438668,1,44,359,1459,3240723,2438591,2438668,2438668,"Microtus cabrerae Thomas, 1906","Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus cabrerae","Microtus","cabrerae","SPECIES","ACCEPTED","NT",NA,7070,"Setúbal",2015,NA,NA,"2015-01-01T00:00:00","2021-05-06T00:00:00.000+00:00","2022-01-29T19:50:33.466+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Mammalia","PT","Portugal",NA,"be0db719-8ff6-40ae-965c-2b19fff8894f",NA,NA,NA,"Habitats Directive Portuguese Report: Species 2013-2018",NA,3390578905,"especies_diretiva_habitats_13_18","be0db719-8ff6-40ae-965c-2b19fff8894f","1338",NA,NA,"ICNF",NA,NA,NA,NA,NA,NA,0.0753294905988648,NA,NA,NA,NA,"53f347a7-99ce-4528-a085-5c76eb1301a0","The coordinates originate from the EEA-10km grid.","Sines","Event",NA,NA,NA,"Complete survey or a statistically robust estimate",NA,"Sines","Microtus cabrerae Thomas, 1906","{""gr_taxon"":""MamÃ­feros"",""region"":""MED"",Distribution""conclusion_range"":""XX"",""conclusionRangeDescription"":""Unknown"",""conclusion_population"":""XX"",""conclusionPopulationDescription"":""Unknown"",""conclusion_habitat"":""U1"",""conclusionHabitatDescription"":""Inadequate"",""conclusion_future"":""XX"",""conclusionFutureDescription"":""Unknown"",""conclusion_assessment"":""U1"",""conclusionAssessmentDescription"":""Inadequate"",""conclusion_assessment_trend"":""Unk"",""conclusionAssessmentTrendDescription"":""Unknown""}","POLYGON ((2670001.0000000000000000 1860000.0000000000000000, 2670001.0000000000000000 1869999.0000000000000000, 2680000.0000000000000000 1869999.0000000000000000, 2680000.0000000000000000 1860000.0000000000000000, 2670001.0000000000000000 1860000.0000000000000000))","ETRS89-LAEA","ETRS89-LAEA",NA,NA,"Microtus cabrerae Thomas, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3390579252,"Microtus cabrerae Thomas, 1906",38.751275,-8.443946,"cdround,fpsrsinv","dff56954-d92b-4d83-b165-17c07e233b79","53f347a7-99ce-4528-a085-5c76eb1301a0","06d75b22-fc7a-42ff-a14f-65a25cd0f3ab","PT","DWC_ARCHIVE","2021-11-25T23:40:48.417+00:00","2022-01-29T19:50:33.490+00:00",1,"cdcc4ce1-7f6e-4ed2-b47c-eb451925b038","HUMAN_OBSERVATION","PRESENT",2438668,1,44,359,1459,3240723,2438591,2438668,2438668,"Microtus cabrerae Thomas, 1906","Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus cabrerae","Microtus","cabrerae","SPECIES","ACCEPTED","NT",NA,7070,"Évora",2015,NA,NA,"2015-01-01T00:00:00","2021-05-06T00:00:00.000+00:00","2022-01-29T19:50:33.490+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Mammalia","PT","Portugal",NA,"65732ae7-9afb-42dd-9864-5e1cf1204bb6",NA,NA,NA,"Habitats Directive Portuguese Report: Species 2013-2018",NA,3390579252,"especies_diretiva_habitats_13_18","65732ae7-9afb-42dd-9864-5e1cf1204bb6","1338",NA,NA,"ICNF",NA,NA,NA,NA,NA,NA,0.0759752493256976,NA,NA,NA,NA,"53f347a7-99ce-4528-a085-5c76eb1301a0","The coordinates originate from the EEA-10km grid.","Montemor-O-Novo","Event",NA,NA,NA,"Complete survey or a statistically robust estimate",NA,"Cortiçadas de Lavre e Lavre","Microtus cabrerae Thomas, 1906","{""gr_taxon"":""MamÃ­feros"",""region"":""MED"",Distribution""conclusion_range"":""XX"",""conclusionRangeDescription"":""Unknown"",""conclusion_population"":""XX"",""conclusionPopulationDescription"":""Unknown"",""conclusion_habitat"":""U1"",""conclusionHabitatDescription"":""Inadequate"",""conclusion_future"":""XX"",""conclusionFutureDescription"":""Unknown"",""conclusion_assessment"":""U1"",""conclusionAssessmentDescription"":""Inadequate"",""conclusion_assessment_trend"":""Unk"",""conclusionAssessmentTrendDescription"":""Unknown""}","POLYGON ((2720001.0000000000000000 1930000.0000000000000000, 2720001.0000000000000000 1939999.0000000000000000, 2730000.0000000000000000 1939999.0000000000000000, 2730000.0000000000000000 1930001.0000000000000000, 2729999.6909830099903047 1930000.9510565199889243, 2729999.4122147499583662 1930000.8090169900096953, 2729999.1909830099903047 1930000.5877852500416338, 2729999.0489434800110757 1930000.3090169900096953, 2729999.0000000000000000 1930000.0000000000000000, 2720001.0000000000000000 1930000.0000000000000000))","ETRS89-LAEA","ETRS89-LAEA",NA,NA,"Microtus cabrerae Thomas, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3390579537,"Microtus cabrerae Thomas, 1906",39.666104,-7.511778,"cdround,fpsrsinv","dff56954-d92b-4d83-b165-17c07e233b79","53f347a7-99ce-4528-a085-5c76eb1301a0","06d75b22-fc7a-42ff-a14f-65a25cd0f3ab","PT","DWC_ARCHIVE","2021-11-25T23:40:48.417+00:00","2022-01-29T19:50:33.523+00:00",1,"cdcc4ce1-7f6e-4ed2-b47c-eb451925b038","HUMAN_OBSERVATION","PRESENT",2438668,1,44,359,1459,3240723,2438591,2438668,2438668,"Microtus cabrerae Thomas, 1906","Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus cabrerae","Microtus","cabrerae","SPECIES","ACCEPTED","NT",NA,7070,"Castelo Branco",2015,NA,NA,"2015-01-01T00:00:00","2021-05-06T00:00:00.000+00:00","2022-01-29T19:50:33.523+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Mammalia","PT","Portugal",NA,"81161cbd-c1e3-45e2-b34c-d76fdf6b892e",NA,NA,NA,"Habitats Directive Portuguese Report: Species 2013-2018",NA,3390579537,"especies_diretiva_habitats_13_18","81161cbd-c1e3-45e2-b34c-d76fdf6b892e","1338",NA,NA,"ICNF",NA,NA,NA,NA,NA,NA,0.0767250990454538,NA,NA,NA,NA,"53f347a7-99ce-4528-a085-5c76eb1301a0","The coordinates originate from the EEA-10km grid.","Castelo Branco","Event",NA,NA,NA,"Complete survey or a statistically robust estimate",NA,"Malpica do Tejo","Microtus cabrerae Thomas, 1906","{""gr_taxon"":""MamÃ­feros"",""region"":""MED"",Distribution""conclusion_range"":""XX"",""conclusionRangeDescription"":""Unknown"",""conclusion_population"":""XX"",""conclusionPopulationDescription"":""Unknown"",""conclusion_habitat"":""U1"",""conclusionHabitatDescription"":""Inadequate"",""conclusion_future"":""XX"",""conclusionFutureDescription"":""Unknown"",""conclusion_assessment"":""U1"",""conclusionAssessmentDescription"":""Inadequate"",""conclusion_assessment_trend"":""Unk"",""conclusionAssessmentTrendDescription"":""Unknown""}","POLYGON ((2829999.0000000000000000 2010001.0000000000000000, 2820001.0000000000000000 2010001.0000000000000000, 2820001.0000000000000000 2019999.0000000000000000, 2829999.0000000000000000 2019999.0000000000000000, 2829999.0000000000000000 2010001.0000000000000000))","ETRS89-LAEA","ETRS89-LAEA",NA,NA,"Microtus cabrerae Thomas, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3390580071,"Microtus cabrerae Thomas, 1906",38.641766,-8.530943,"cdround,fpsrsinv","dff56954-d92b-4d83-b165-17c07e233b79","53f347a7-99ce-4528-a085-5c76eb1301a0","06d75b22-fc7a-42ff-a14f-65a25cd0f3ab","PT","DWC_ARCHIVE","2021-11-25T23:40:48.417+00:00","2022-01-29T19:50:33.568+00:00",1,"cdcc4ce1-7f6e-4ed2-b47c-eb451925b038","HUMAN_OBSERVATION","PRESENT",2438668,1,44,359,1459,3240723,2438591,2438668,2438668,"Microtus cabrerae Thomas, 1906","Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus cabrerae","Microtus","cabrerae","SPECIES","ACCEPTED","NT",NA,7070,"Évora",2015,NA,NA,"2015-01-01T00:00:00","2021-05-06T00:00:00.000+00:00","2022-01-29T19:50:33.568+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Mammalia","PT","Portugal",NA,"9ebb6dc3-5e45-4082-8659-6d2c80cd1fdd",NA,NA,NA,"Habitats Directive Portuguese Report: Species 2013-2018",NA,3390580071,"especies_diretiva_habitats_13_18","9ebb6dc3-5e45-4082-8659-6d2c80cd1fdd","1338",NA,NA,"ICNF",NA,NA,NA,NA,NA,NA,0.0758813018115551,NA,NA,NA,NA,"53f347a7-99ce-4528-a085-5c76eb1301a0","The coordinates originate from the EEA-10km grid.","Vendas Novas","Event",NA,NA,NA,"Complete survey or a statistically robust estimate",NA,"Vendas Novas","Microtus cabrerae Thomas, 1906","{""gr_taxon"":""MamÃ­feros"",""region"":""MED"",Distribution""conclusion_range"":""XX"",""conclusionRangeDescription"":""Unknown"",""conclusion_population"":""XX"",""conclusionPopulationDescription"":""Unknown"",""conclusion_habitat"":""U1"",""conclusionHabitatDescription"":""Inadequate"",""conclusion_future"":""XX"",""conclusionFutureDescription"":""Unknown"",""conclusion_assessment"":""U1"",""conclusionAssessmentDescription"":""Inadequate"",""conclusion_assessment_trend"":""Unk"",""conclusionAssessmentTrendDescription"":""Unknown""}","POLYGON ((2710001.0000000000000000 1920000.0000000000000000, 2710001.0000000000000000 1929999.0000000000000000, 2720000.0000000000000000 1929999.0000000000000000, 2720000.0000000000000000 1920000.0000000000000000, 2710001.0000000000000000 1920000.0000000000000000))","ETRS89-LAEA","ETRS89-LAEA",NA,NA,"Microtus cabrerae Thomas, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
