Site Name	Purpose	Culture	Location type	Water type	Capacity	Lat	Long
VESTERÅLEN SEAWEED AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	75 DA	68.963467	15.256450
VAL SKOLER AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	34 DA	64.780183	11.454750
VAL SKOLER AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	34 DA	64.780183	11.454750
VAL SKOLER AS	KOMMERSIELL	Butare	SJØ	SALTVANN	34 DA	64.780183	11.454750
ASPØY HAVBRUK AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	12 DA	58.861767	6.107400
ALGABONA AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	21 DA	59.442200	5.100950
KVITSØY EDELSKJELL AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	27 DA	59.046683	5.439483
KVITSØY EDELSKJELL AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	27 DA	59.046683	5.439483
KVITSØY EDELSKJELL AS	KOMMERSIELL	Butare	SJØ	SALTVANN	27 DA	59.046683	5.439483
SEAWEED AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	210 DA	61.299783	4.753600
SEAWEED AS	KOMMERSIELL	Butare	SJØ	SALTVANN	210 DA	61.299783	4.753600
SEAWEED AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	210 DA	61.299783	4.753600
SEAWEED AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	40 DA	61.308650	4.741567
SEAWEED AS	KOMMERSIELL	Butare	SJØ	SALTVANN	40 DA	61.308650	4.741567
SEAWEED AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	40 DA	61.308650	4.741567
SEAWEED AS	KOMMERSIELL	Sukkertare	LAND	SALTVANN	1000 KG	61.315817	4.731467
SEAWEED AS	KOMMERSIELL	Butare	LAND	SALTVANN	1000 KG	61.315817	4.731467
SEAWEED AS	KOMMERSIELL	Fingertare	LAND	SALTVANN	1000 KG	61.315817	4.731467
ARCTIC SEAWEED AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	345 M2	60.980417	4.909200
ARCTIC SEAWEED AS	KOMMERSIELL	Butare	SJØ	SALTVANN	345 M2	60.980417	4.909200
ARCTIC SEAWEED AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	345 M2	60.980417	4.909200
HAVTARE AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	140 DA	60.880417	4.935433
HAVTARE AS	KOMMERSIELL	Butare	SJØ	SALTVANN	140 DA	60.880417	4.935433
HAVTARE AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	140 DA	60.880417	4.935433
HAVTARE AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	140 DA	60.880417	4.935433
HAVTARE AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	230 DA	60.950267	4.919900
HAVTARE AS	KOMMERSIELL	Butare	SJØ	SALTVANN	230 DA	60.950267	4.919900
HAVTARE AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	230 DA	60.950267	4.919900
HAVTARE AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	230 DA	60.950267	4.919900
HAVTARE AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	180 DA	60.884033	4.857750
HAVTARE AS	KOMMERSIELL	Butare	SJØ	SALTVANN	180 DA	60.884033	4.857750
HAVTARE AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	180 DA	60.884033	4.857750
HAVTARE AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	180 DA	60.884033	4.857750
HAVTARE AS	KOMMERSIELL	Sukkertare	LAND	SALTVANN	2 TN	60.894517	4.837417
HAVTARE AS	KOMMERSIELL	Butare	LAND	SALTVANN	2 TN	60.894517	4.837417
HAVTARE AS	KOMMERSIELL	Fingertare	LAND	SALTVANN	2 TN	60.894517	4.837417
HAVTARE AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	28.5 DA	61.002967	4.879117
HAVTARE AS	KOMMERSIELL	Butare	SJØ	SALTVANN	28.5 DA	61.002967	4.879117
HAVTARE AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	28.5 DA	61.002967	4.879117
HAVTARE AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	28.5 DA	61.002967	4.879117
SEAWEED AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	320 DA	61.185950	5.230633
SEAWEED AS	KOMMERSIELL	Butare	SJØ	SALTVANN	320 DA	61.185950	5.230633
OSLAND HAVBRUK AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	100 DA	61.093450	5.823133
OSLAND HAVBRUK AS	KOMMERSIELL	Butare	SJØ	SALTVANN	100 DA	61.093450	5.823133
OSLAND HAVBRUK AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	100 DA	61.093450	5.823133
OSLAND HAVBRUK AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	100 DA	61.093450	5.823133
OSLAND HAVBRUK AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	100 DA	61.093850	5.838433
OSLAND HAVBRUK AS	KOMMERSIELL	Butare	SJØ	SALTVANN	100 DA	61.093850	5.838433
OSLAND HAVBRUK AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	100 DA	61.093850	5.838433
OSLAND HAVBRUK AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	100 DA	61.093850	5.838433
OSLAND HAVBRUK AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	3120 TN	61.111583	6.042300
OSLAND HAVBRUK AS	KOMMERSIELL	Butare	SJØ	SALTVANN	3120 TN	61.111583	6.042300
OSLAND HAVBRUK AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	3120 TN	61.111583	6.042300
ETHOS INVEST AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	48 DA	61.970750	5.284000
ETHOS INVEST AS	KOMMERSIELL	Butare	SJØ	SALTVANN	48 DA	61.970750	5.284000
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	4 DA	61.004267	4.701250
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Butare	SJØ	SALTVANN	4 DA	61.004267	4.701250
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	4 DA	61.004267	4.701250
HORTIMARE AS	KOMMERSIELL	Sukkertare	LAND	SALTVANN	70 M2	60.994317	4.707383
HORTIMARE AS	KOMMERSIELL	Butare	LAND	SALTVANN	70 M2	60.994317	4.707383
HORTIMARE AS	KOMMERSIELL	Fingertare	LAND	SALTVANN	70 M2	60.994317	4.707383
HORTIMARE AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	2340 TN	61.056083	4.867017
HORTIMARE AS	KOMMERSIELL	Butare	SJØ	SALTVANN	2340 TN	61.056083	4.867017
HORTIMARE AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	2340 TN	61.056083	4.867017
HORTIMARE AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	2340 TN	61.056083	4.867017
SULEFISK AS	KOMMERSIELL	Butare	SJØ	SALTVANN	3600 TN	61.067500	4.943450
SULEFISK AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	3600 TN	61.067500	4.943450
SULEFISK AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	3600 TN	61.067500	4.943450
SEAWEED AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	32 DA	61.094867	4.752133
SEAWEED AS	KOMMERSIELL	Butare	SJØ	SALTVANN	32 DA	61.094867	4.752133
RAMSHOLMEN AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	53 DA	61.200383	4.937617
RAMSHOLMEN AS	KOMMERSIELL	Butare	SJØ	SALTVANN	53 DA	61.200383	4.937617
RAMSHOLMEN AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	53 DA	61.200383	4.937617
SEAWEED SOLUTIONS AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	320 DA	63.705033	8.870767
SEAWEED SOLUTIONS AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	320 DA	63.705033	8.870767
SEAWEED SOLUTIONS AS	KOMMERSIELL	Butare	SJØ	SALTVANN	320 DA	63.705033	8.870767
SEAWEED SOLUTIONS AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	330 DA	63.745350	8.881617
SEAWEED SOLUTIONS AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	330 DA	63.745350	8.881617
SEAWEED SOLUTIONS AS	KOMMERSIELL	Butare	SJØ	SALTVANN	330 DA	63.745350	8.881617
SINTEF OCEAN AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	5460 TN	63.782383	8.526350
SINTEF OCEAN AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	5460 TN	63.782383	8.526350
SINTEF OCEAN AS	KOMMERSIELL	Butare	SJØ	SALTVANN	5460 TN	63.782383	8.526350
SINTEF OCEAN AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	5460 TN	63.780583	8.517600
SINTEF OCEAN AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	5460 TN	63.780583	8.517600
SINTEF OCEAN AS	KOMMERSIELL	Butare	SJØ	SALTVANN	5460 TN	63.780583	8.517600
LEICA AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	77 DA	63.848033	8.426083
LEICA AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	77 DA	63.848033	8.426083
LEICA AS	KOMMERSIELL	Butare	SJØ	SALTVANN	77 DA	63.848033	8.426083
LEICA AS	KOMMERSIELL	Bladtare	SJØ	SALTVANN	77 DA	63.848033	8.426083
LEICA AS	KOMMERSIELL	Draugtare	SJØ	SALTVANN	77 DA	63.848033	8.426083
SEAWEED SOLUTIONS AS	KOMMERSIELL	Sukkertare	LAND	SALTVANN	5000 KG	63.654417	8.776750
SEAWEED SOLUTIONS AS	KOMMERSIELL	Fingertare	LAND	SALTVANN	5000 KG	63.654417	8.776750
SEAWEED SOLUTIONS AS	KOMMERSIELL	Butare	LAND	SALTVANN	5000 KG	63.654417	8.776750
SINTEF OCEAN AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	300 DA	63.650517	8.650533
SINTEF OCEAN AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	300 DA	63.650517	8.650533
SINTEF OCEAN AS	KOMMERSIELL	Butare	SJØ	SALTVANN	300 DA	63.650517	8.650533
SEAWEED SOLUTIONS AS	KOMMERSIELL	Sukkertare	LAND	SALTVANN	100 KG	63.442917	10.348183
SEAWEED SOLUTIONS AS	KOMMERSIELL	Fingertare	LAND	SALTVANN	100 KG	63.442917	10.348183
SEAWEED SOLUTIONS AS	KOMMERSIELL	Butare	LAND	SALTVANN	100 KG	63.442917	10.348183
SINTEF OCEAN AS	KOMMERSIELL	Sukkertare	LAND	FERSKVANN/SALTVANN	0.5 TN	63.437215	10.397502
SINTEF OCEAN AS	KOMMERSIELL	Stortare	LAND	FERSKVANN/SALTVANN	0.5 TN	63.437215	10.397502
SINTEF OCEAN AS	KOMMERSIELL	Fingertare	LAND	FERSKVANN/SALTVANN	0.5 TN	63.437215	10.397502
SINTEF OCEAN AS	KOMMERSIELL	Butare	LAND	FERSKVANN/SALTVANN	0.5 TN	63.437215	10.397502
SINTEF OCEAN AS	KOMMERSIELL	Draugtare	LAND	FERSKVANN/SALTVANN	0.5 TN	63.437215	10.397502
LYNGSSKJELLAN V/ARNE SAMUELSEN	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	35 DA	69.792250	20.602150
LYNGSSKJELLAN V/ARNE SAMUELSEN	KOMMERSIELL	Stortare	SJØ	SALTVANN	35 DA	69.792250	20.602150
LYNGSSKJELLAN V/ARNE SAMUELSEN	KOMMERSIELL	Fingertare	SJØ	SALTVANN	35 DA	69.792250	20.602150
LYNGSSKJELLAN V/ARNE SAMUELSEN	KOMMERSIELL	Butare	SJØ	SALTVANN	35 DA	69.792250	20.602150
AKVAPLAN-NIVA AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	99 DA	69.755317	19.041567
AKVAPLAN-NIVA AS	KOMMERSIELL	Butare	SJØ	SALTVANN	99 DA	69.755317	19.041567
OSKAR KRISTIANSEN	KOMMERSIELL	Sukkertare (oppdrett)	SJØ	SALTVANN	2 DA	69.031150	17.543233
OSKAR KRISTIANSEN	KOMMERSIELL	Stortare	SJØ	SALTVANN	2 DA	69.031150	17.543233
OSKAR KRISTIANSEN	KOMMERSIELL	Fingertare	SJØ	SALTVANN	2 DA	69.031150	17.543233
OSKAR KRISTIANSEN	KOMMERSIELL	Butare	SJØ	SALTVANN	2 DA	69.031150	17.543233
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Sukkertare (oppdrett)	SJØ	SALTVANN	40 DA	68.750067	16.006950
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	40 DA	68.750067	16.006950
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	40 DA	68.750067	16.006950
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Butare	SJØ	SALTVANN	40 DA	68.750067	16.006950
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Bladtare	SJØ	SALTVANN	40 DA	68.750067	16.006950
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Sukkertare (oppdrett)	SJØ	SALTVANN	20 DA	68.650733	15.925083
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	20 DA	68.650733	15.925083
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	20 DA	68.650733	15.925083
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Butare	SJØ	SALTVANN	20 DA	68.650733	15.925083
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Bladtare	SJØ	SALTVANN	20 DA	68.650733	15.925083
LEICA AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	40 DA	63.766750	8.574683
LEICA AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	40 DA	63.766750	8.574683
LEICA AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	40 DA	63.766750	8.574683
LEICA AS	KOMMERSIELL	Butare	SJØ	SALTVANN	40 DA	63.766750	8.574683
LEICA AS	KOMMERSIELL	Bladtare	SJØ	SALTVANN	40 DA	63.766750	8.574683
LEICA AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	40 DA	63.784550	8.596083
LEICA AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	40 DA	63.784550	8.596083
LEICA AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	40 DA	63.784550	8.596083
LEICA AS	KOMMERSIELL	Butare	SJØ	SALTVANN	40 DA	63.784550	8.596083
LEICA AS	KOMMERSIELL	Bladtare	SJØ	SALTVANN	40 DA	63.784550	8.596083
VAL SKOLER AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	23.224 DA	64.807983	11.542583
VAL SKOLER AS	KOMMERSIELL	Butare	SJØ	SALTVANN	23.224 DA	64.807983	11.542583
VAL SKOLER AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	23.224 DA	64.807983	11.542583
VAL SKOLER AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	23.224 DA	64.807983	11.542583
SEAWEEDPRODUCTION AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	120 DA	58.240650	6.615217
SEAWEEDPRODUCTION AS	KOMMERSIELL	Butare	SJØ	SALTVANN	120 DA	58.240650	6.615217
SEAWEEDPRODUCTION AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	120 DA	58.240650	6.615217
SEAWEEDPRODUCTION AS	KOMMERSIELL	Bladtare	SJØ	SALTVANN	120 DA	58.240650	6.615217
SEAWEEDPRODUCTION AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	120 DA	58.240650	6.615217
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Sukkertare (oppdrett)	SJØ	SALTVANN	20 DA	59.963583	5.381217
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	20 DA	59.963583	5.381217
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	20 DA	59.963583	5.381217
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Butare	SJØ	SALTVANN	20 DA	59.963583	5.381217
SEAWEED AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	256 DA	61.321667	5.206117
SEAWEED AS	KOMMERSIELL	Butare	SJØ	SALTVANN	256 DA	61.321667	5.206117
FIRDA SEAFOOD GROUP AS	KOMMERSIELL	Sukkertare (oppdrett)	SJØ	SALTVANN	150 TN	60.944850	4.884550
FIRDA SEAFOOD GROUP AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	150 TN	60.944850	4.884550
FIRDA SEAFOOD GROUP AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	150 TN	60.944850	4.884550
FIRDA SEAFOOD GROUP AS	KOMMERSIELL	Butare	SJØ	SALTVANN	150 TN	60.944850	4.884550
FIRDA SEAFOOD GROUP AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	40 DA	60.965300	4.907500
FIRDA SEAFOOD GROUP AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	40 DA	60.965300	4.907500
FIRDA SEAFOOD GROUP AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	40 DA	60.965300	4.907500
FIRDA SEAFOOD GROUP AS	KOMMERSIELL	Butare	SJØ	SALTVANN	40 DA	60.965300	4.907500
EIDE FJORDBRUK AS	KOMMERSIELL	Sukkertare	SJØ	SALTVANN	6 DA	61.868333	5.846667
EIDE FJORDBRUK AS	KOMMERSIELL	Stortare	SJØ	SALTVANN	6 DA	61.868333	5.846667
EIDE FJORDBRUK AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	6 DA	61.868333	5.846667
EIDE FJORDBRUK AS	KOMMERSIELL	Butare	SJØ	SALTVANN	6 DA	61.868333	5.846667
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Sukkertare (oppdrett)	SJØ	SALTVANN	72 DA	61.039167	4.758083
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Fingertare	SJØ	SALTVANN	72 DA	61.039167	4.758083
ENGESUND FISKEOPPDRETT AS	KOMMERSIELL	Butare	SJØ	SALTVANN	72 DA	61.039167	4.758083
NORSK INSTITUTT FOR VANNFORSKNING	KOMMERSIELL	Sukkertare	LAND	FERSKVANN/SALTVANN	7.5 TN	59.615783	10.652650
NORSK INSTITUTT FOR VANNFORSKNING	KOMMERSIELL	Stortare	LAND	FERSKVANN/SALTVANN	7.5 TN	59.615783	10.652650
NORSK INSTITUTT FOR VANNFORSKNING	KOMMERSIELL	Tarestilksnegl	LAND	FERSKVANN/SALTVANN	7.5 TN	59.615783	10.652650
NORSK INSTITUTT FOR VANNFORSKNING	KOMMERSIELL	Tarestilksnegl	LAND	FERSKVANN/SALTVANN	7.5 TN	59.615783	10.652650
